-[ RECORD 1 ]------------------+-----------------------------------------------------------------------------
case_number                    | I-200-25352-492958
case_number                    | I-200-24122-943300
job_title                      | Lead Software Engineer
employer_name                  | Capital One Services LLC
secondary_entity_business_name | 
employer_phone                 | 18042841000
employer_poc_first_name        | Carolyn
employer_poc_last_name         | Neblett
employer_poc_email             | immigration@capitalone.com
employer_poc_phone             | 18042841000
employer_poc_phone_ext         | 
worksite_address1              | 802 Delaware Avenue
worksite_address2              | 
worksite_city                  | Wilmington
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Fragomen Del Rey Bernsen & Loewy LLP
employer_address1              | 15000 Capital One Drive
employer_address2              | 
employer_city                  | Richmond
employer_state                 | VA
employer_postal_code           | 23238
begin_date                     | 2024-05-02
end_date                       | 2027-05-01
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 0
change_previous_employment     | 1
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | Capital One Services LLC
soc_code                       | 15-1252.00
h_1b_dependent                 | No
-[ RECORD 4579 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-23305-471838
job_title                      | Software Engineer III
employer_name                  | M&T Bank
secondary_entity_business_name | 
employer_phone                 | 17168425153
employer_poc_first_name        | Emily
employer_poc_last_name         | Aloisio
employer_poc_email             | immigration@mtb.com
employer_poc_phone             | 17168425153
employer_poc_phone_ext         | 
worksite_address1              | 201 West 11th Street
worksite_address2              | 
worksite_city                  | Wilmington
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Klasko Immigration Law Partners LLP
employer_address1              | One M&T Plaza
employer_address2              | 
employer_city                  | Buffalo
employer_state                 | NY
employer_postal_code           | 14203
begin_date                     | 2024-05-02
end_date                       | 2027-05-01
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | M&T Bank
soc_code                       | 15-1252.00
h_1b_dependent                 | No
-[ RECORD 4580 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-24117-931314
job_title                      | Software Developer
employer_name                  | Skyler Info Systems Inc
secondary_entity_business_name | BNY Mellon
employer_phone                 | 14055940163
employer_poc_first_name        | Niveditha
employer_poc_last_name         | Bobba
employer_poc_email             | hr@skylerinfosystems.com
employer_poc_phone             | 14055940163
employer_poc_phone_ext         | 
worksite_address1              | 301 Bellevue Pkwy  19A-0307
worksite_address2              | 
worksite_city                  | Wilmington
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | THE LAW FIRM OF SIM PARVATHANENI & BROWN PLLC
employer_address1              | 101 Park Avenue
employer_address2              | Suite 1300
employer_city                  | Oklahoma City
employer_state                 | OK
employer_postal_code           | 73102
begin_date                     | 2024-05-01
end_date                       | 2027-04-30
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | Skyler Info Systems Inc
soc_code                       | 15-1252.00
h_1b_dependent                 | No
-[ RECORD 4581 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-23325-518179
job_title                      | SAS Programmer
employer_name                  | PVR Technologies Inc
secondary_entity_business_name | Johnson & Johnson Vision Care
employer_phone                 | 16103371935
employer_poc_first_name        | Holly
employer_poc_last_name         | Cox
employer_poc_email             | immigration@pvrtech.com
employer_poc_phone             | 16103371935
employer_poc_phone_ext         | 1925
worksite_address1              | 607 Valley Stream Drive
worksite_address2              | 
worksite_city                  | Newark
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | 
employer_address1              | 501 Allendale Road
employer_address2              | Suite 201
employer_city                  | King of Prussia
employer_state                 | PA
employer_postal_code           | 19406
begin_date                     | 2024-05-01
end_date                       | 2027-04-30
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | PVR Technologies Inc
soc_code                       | 15-1251.00
h_1b_dependent                 | Yes
-[ RECORD 4582 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-24106-886540
job_title                      | Software Developer
employer_name                  | AVEnterprise Inc
secondary_entity_business_name | Remote Home Office
employer_phone                 | 17328019554
employer_poc_first_name        | Venkat
employer_poc_last_name         | Veeraneni
employer_poc_email             | HR@AVENTERPRISEINC.COM
employer_poc_phone             | 17328019554
employer_poc_phone_ext         | 
worksite_address1              | 3402 Cindy Dr
worksite_address2              | 
worksite_city                  | Newark
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | VUJJINI & ASSOCIATES LLC
employer_address1              | 1415 HAW CREEK CIRCLE
employer_address2              | Unit 202
employer_city                  | CUMMING
employer_state                 | GA
employer_postal_code           | 30041
begin_date                     | 2024-05-01
end_date                       | 2027-04-30
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 1
employer_name                  | AVEnterprise Inc
soc_code                       | 15-1252.00
h_1b_dependent                 | Yes
-[ RECORD 4583 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-24102-878451
job_title                      | DelDOT Android Developer
employer_name                  | V-Soft Consulting Group INC
secondary_entity_business_name | The State Of Delaware Department Of Transportation
employer_phone                 | 15024258425
employer_poc_first_name        | TANYA
employer_poc_last_name         | BLOCKER
employer_poc_email             | tanya@vsoftconsulting.com
employer_poc_phone             | 15024258425
employer_poc_phone_ext         | 
worksite_address1              | 800 South Bay Road
worksite_address2              | 
worksite_city                  | Dove
worksite_county                | KENT
lawfirm_name_business_name     | 
employer_address1              | 2550 EASTPOINT PARKWAY
employer_address2              | STE 300
employer_city                  | LOUISVILLE
employer_state                 | KY
employer_postal_code           | 40223
begin_date                     | 2024-05-01
end_date                       | 2027-04-30
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 0
change_previous_employment     | 1
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | V-Soft Consulting Group INC
soc_code                       | 15-1251.00
h_1b_dependent                 | Yes
-[ RECORD 4584 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-24110-906757
job_title                      | Software Development Engineer in Test
employer_name                  | CONFIMINDS LLC
secondary_entity_business_name | 
employer_phone                 | 17033106292
employer_poc_first_name        | LAVANYA
employer_poc_last_name         | KRISHNA
employer_poc_email             | KRISH@CONFIMINDS.COM
employer_poc_phone             | 17036524707
employer_poc_phone_ext         | 
worksite_address1              | Remote address  421 North Barrett Lane
worksite_address2              | 
worksite_city                  | Newark
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Law Office of Aparna Dave
employer_address1              | 13800 COPPERMINE ROAD
employer_address2              | SUITE 118
employer_city                  | HERNDON
employer_state                 | VA
employer_postal_code           | 20171
begin_date                     | 2024-05-01
end_date                       | 2027-04-30
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 0
change_previous_employment     | 1
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | CONFIMINDS LLC
soc_code                       | 15-1252.00
h_1b_dependent                 | Yes
-[ RECORD 4585 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-201-24116-928145
job_title                      | Quality Supervisor
employer_name                  | Dole Diversified North America Inc
secondary_entity_business_name | 
employer_phone                 | 16109908362
employer_poc_first_name        | Monica
employer_poc_last_name         | Rose
employer_poc_email             | monica.rose@dole.com
employer_poc_phone             | 16109908362
employer_poc_phone_ext         | 
worksite_address1              | 1 Hausel Road
worksite_address2              | Ste B
worksite_city                  | Wilmington
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Wolfsdorf Rosenthal LLP
employer_address1              | 1553 Chester Pike
employer_address2              | Suite 205
employer_city                  | Crum Lynne
employer_state                 | PA
employer_postal_code           | 19022
begin_date                     | 2024-05-01
end_date                       | 2027-04-30
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 1
amended_petition               | 0
employer_name                  | Dole Diversified North America Inc
soc_code                       | 45-2011.00
h_1b_dependent                 | N/A
-[ RECORD 4586 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-23312-485910
job_title                      | Associate
employer_name                  | GOLDMAN SACHS BANK USA
secondary_entity_business_name | 
employer_phone                 | 12129021000
employer_poc_first_name        | NATALIA/DANIELLE
employer_poc_last_name         | MATILEVICA/DUNNE
employer_poc_email             | AMERICAS_IMMIGRATION@NY.EMAIL.GS.COM
employer_poc_phone             | 12129021000
employer_poc_phone_ext         | 
worksite_address1              | 123 Justison Street
worksite_address2              | Suite 503
worksite_city                  | Wilmington
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | FRAGOMEN DEL REY BERNSEN & LOEWY LLP
employer_address1              | 200 WEST STREET
employer_address2              | 
employer_city                  | NEW YORK
employer_state                 | NY
employer_postal_code           | 10282
begin_date                     | 2024-05-01
end_date                       | 2027-04-30
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | GOLDMAN SACHS BANK USA
soc_code                       | 15-1299.09
h_1b_dependent                 | No
-[ RECORD 4587 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-23321-510196
job_title                      | Principal Biostatistical Programmer
employer_name                  | Incyte Corporation
secondary_entity_business_name | 
employer_phone                 | 13024986906
employer_poc_first_name        | Anne
employer_poc_last_name         | Guntz
employer_poc_email             | aguntz@incyte.com
employer_poc_phone             | 13024986906
employer_poc_phone_ext         | 
worksite_address1              | 1815 Augustine Cut-Off
worksite_address2              | 
worksite_city                  | Wilmington
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Graham Adair Inc
employer_address1              | 1801 Augustine Cut-Off
employer_address2              | 
employer_city                  | Wilmington
employer_state                 | DE
employer_postal_code           | 19803
begin_date                     | 2024-05-01
end_date                       | 2027-04-30
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | Incyte Corporation
soc_code                       | 15-2041.01
h_1b_dependent                 | No
-[ RECORD 4588 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-23326-520938
job_title                      | Vice President, Lead Software Engineer
employer_name                  | JPMorgan Chase & Co.
secondary_entity_business_name | 
employer_phone                 | 13127322655
employer_poc_first_name        | Yael/Santiago
employer_poc_last_name         | Gutman/Gomez
employer_poc_email             | N/A
employer_poc_phone             | 13127322655
employer_poc_phone_ext         | 
worksite_address1              | 880 Powder Mill Rd
worksite_address2              | 
worksite_city                  | Wilmington
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Ogletree Deakins Nash Smoak & Stewart PC
employer_address1              | 10 S. Dearborn St.
employer_address2              | 
employer_city                  | Chicago
employer_state                 | IL
employer_postal_code           | 60603
begin_date                     | 2024-05-01
end_date                       | 2027-04-30
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | JPMorgan Chase & Co.
soc_code                       | 15-1252.00
h_1b_dependent                 | No
-[ RECORD 4589 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-23325-517871
job_title                      | Pharmacist-In-Charge
employer_name                  | Laurel Health Services Inc
secondary_entity_business_name | 
employer_phone                 | 13028755400
employer_poc_first_name        | Tejas
employer_poc_last_name         | Sheth
employer_poc_email             | expressmyrx@gmail.com
employer_poc_phone             | 13028755400
employer_poc_phone_ext         | 
worksite_address1              | 30214 Sussex Highway
worksite_address2              | Unit 7
worksite_city                  | Laurel
worksite_county                | SUSSEX
lawfirm_name_business_name     | Malik & Popiel PC
employer_address1              | 30214 Sussex Highway
employer_address2              | Unit 7
employer_city                  | Laurel
employer_state                 | DE
employer_postal_code           | 19956
begin_date                     | 2024-05-01
end_date                       | 2027-04-30
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | Laurel Health Services Inc
soc_code                       | 29-1051.00
h_1b_dependent                 | No
-[ RECORD 4590 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-24114-916610
job_title                      | Fraud Strategy Manager
employer_name                  | Mercury Financial LLC
secondary_entity_business_name | 
employer_phone                 | 15129831644
employer_poc_first_name        | Pamela
employer_poc_last_name         | Mallory
employer_poc_email             | pmallory@mercuryfinancial.com
employer_poc_phone             | 15129831644
employer_poc_phone_ext         | 
worksite_address1              | 747 Darley Green Dr
worksite_address2              | 
worksite_city                  | Claymont
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Ogletree Deakins Nash Smoak & Stewart PC
employer_address1              | 11401 Century Oaks Terrace
employer_address2              | 470
employer_city                  | Austin
employer_state                 | TX
employer_postal_code           | 78758
begin_date                     | 2024-05-01
end_date                       | 2027-04-30
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 1
amended_petition               | 0
employer_name                  | Mercury Financial LLC
soc_code                       | 13-2054.00
h_1b_dependent                 | No
-[ RECORD 4591 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-24116-924415
job_title                      | Software Engineer
employer_name                  | Mphasis Corporation
secondary_entity_business_name | 
employer_phone                 | 12126866655
employer_poc_first_name        | Shuchita / Soumya
employer_poc_last_name         | Mirwani / Rama Moorthy
employer_poc_email             | shuchita.mirwani@mphasis.com
employer_poc_phone             | 12126866655
employer_poc_phone_ext         | 
worksite_address1              | 1207 N Barrett Ln.
worksite_address2              | 
worksite_city                  | Newark
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Bedi & Martinez Esqs.
employer_address1              | 41 Madison Avenue
employer_address2              | 35th Floor
employer_city                  | New York
employer_state                 | NY
employer_postal_code           | 10010
begin_date                     | 2024-05-01
end_date                       | 2027-04-30
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 1
employer_name                  | Mphasis Corporation
soc_code                       | 15-1251.00
h_1b_dependent                 | Yes
-[ RECORD 4592 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25318-408504
job_title                      | Java Developer
employer_name                  | Strategic Systems Inc
secondary_entity_business_name | 
employer_phone                 | 16147174774
employer_poc_first_name        | Stephany
employer_poc_last_name         | Whittington
employer_poc_email             | SWhittington@strsi.com
employer_poc_phone             | 16147174774
employer_poc_phone_ext         | 
worksite_address1              | 5511 Limeric Circle
worksite_address2              | APT 35
worksite_city                  | Wilmington
worksite_county                | 
lawfirm_name_business_name     | Shihab Burke LLC
employer_address1              | 475 Metro Place South
employer_address2              | Suite 450
employer_city                  | Dublin
employer_state                 | OH
employer_postal_code           | 43017
begin_date                     | 2025-11-21
end_date                       | 2027-04-30
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 1
employer_name                  | Strategic Systems Inc
soc_code                       | 15-1252.00
h_1b_dependent                 | Yes
-[ RECORD 4593 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-24064-767788
job_title                      | Physician
employer_name                  | Seaford Internal Medicine
secondary_entity_business_name | 
employer_phone                 | 13028550915
employer_poc_first_name        | Jona
employer_poc_last_name         | Gorra
employer_poc_email             | jdgorramd@aol.com
employer_poc_phone             | 13028550915
employer_poc_phone_ext         | 
worksite_address1              | 1507 Middleford Road
worksite_address2              | 
worksite_city                  | Seaford
worksite_county                | SUSSEX
lawfirm_name_business_name     | VisaLawyer PLLC
employer_address1              | 10 West Laurel Street
employer_address2              | 
employer_city                  | Georgetown
employer_state                 | DE
employer_postal_code           | 19947
begin_date                     | 2024-04-30
end_date                       | 2027-04-29
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | Seaford Internal Medicine
soc_code                       | 29-1216.00
h_1b_dependent                 | No
-[ RECORD 4594 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-24071-789884
job_title                      | ANALYST
employer_name                  | TATA CONSULTANCY SERVICES LIMITED
secondary_entity_business_name | 
employer_phone                 | 13012319083
employer_poc_first_name        | AMIT
employer_poc_last_name         | JINDAL
employer_poc_email             | AMIT1.JINDAL@TCS.COM
employer_poc_phone             | 13012319083
employer_poc_phone_ext         | 
worksite_address1              | 4250 LANCASTER PIKE
worksite_address2              | 
worksite_city                  | WILMINGTON
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | FRAGOMEN DEL REY BERNSEN & LOEWY LLP
employer_address1              | 9201 CORPORATE BOULEVARD
employer_address2              | SUITE 320
employer_city                  | ROCKVILLE
employer_state                 | MD
employer_postal_code           | 20850
begin_date                     | 2024-04-30
end_date                       | 2027-04-29
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | TATA CONSULTANCY SERVICES LIMITED
soc_code                       | 15-1211.00
h_1b_dependent                 | Yes
-[ RECORD 4595 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-23317-497240
job_title                      | Manager, Software Engineering
employer_name                  | Capital One Services LLC
secondary_entity_business_name | 
employer_phone                 | 18042841000
employer_poc_first_name        | Carolyn
employer_poc_last_name         | Neblett
employer_poc_email             | immigration@capitalone.com
employer_poc_phone             | 18042841000
employer_poc_phone_ext         | 
worksite_address1              | 802 Delaware Avenue
worksite_address2              | 
worksite_city                  | Wilmington
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Fragomen Del Rey Bernsen & Loewy LLP
employer_address1              | 15000 Capital One Drive
employer_address2              | 
employer_city                  | Richmond
employer_state                 | VA
employer_postal_code           | 23238
begin_date                     | 2024-04-29
end_date                       | 2027-04-28
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 0
change_previous_employment     | 1
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | Capital One Services LLC
soc_code                       | 15-1252.00
h_1b_dependent                 | No
-[ RECORD 4596 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-24114-917313
job_title                      | Environmental Sustainability & LCA Consultant
employer_name                  | Celanese Corporation
secondary_entity_business_name | 
employer_phone                 | 17133033999
employer_poc_first_name        | Joseph
employer_poc_last_name         | Crumly
employer_poc_email             | joseph.crumly@celanese.com
employer_poc_phone             | 19724434548
employer_poc_phone_ext         | 
worksite_address1              | 200 Powder Mill Rd.
worksite_address2              | Bldg 304
worksite_city                  | Wilmington
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | FRAGOMEN DEL REY BERNSEN & LOEWY LLP
employer_address1              | 222 W. Las Colinas Blvd. Suite 900
employer_address2              | 
employer_city                  | Irving
employer_state                 | TX
employer_postal_code           | 75039
begin_date                     | 2024-04-29
end_date                       | 2027-04-28
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 1
employer_name                  | Celanese Corporation
soc_code                       | 17-2041.00
h_1b_dependent                 | No
-[ RECORD 4597 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-24106-887149
job_title                      | IT Systems Analyst/Project Manager
employer_name                  | Incyte Corporation
secondary_entity_business_name | 
employer_phone                 | 13024986906
employer_poc_first_name        | Anne
employer_poc_last_name         | Guntz
employer_poc_email             | aguntz@incyte.com
employer_poc_phone             | 13024986906
employer_poc_phone_ext         | 
worksite_address1              | 1815 Augustine Cut-Off
worksite_address2              | 
worksite_city                  | Wilmington
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Graham Adair Inc
employer_address1              | 1801 Augustine Cut-Off
employer_address2              | 
employer_city                  | Wilmington
employer_state                 | DE
employer_postal_code           | 19803
begin_date                     | 2024-04-29
end_date                       | 2027-04-28
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 1
amended_petition               | 0
employer_name                  | Incyte Corporation
soc_code                       | 15-1211.00
h_1b_dependent                 | No
-[ RECORD 4598 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-24116-924797
job_title                      | Senior Manager, Technology Operations
employer_name                  | SMB IT Inc
secondary_entity_business_name | 
employer_phone                 | 13023915090
employer_poc_first_name        | Ghata
employer_poc_last_name         | Vasavada
employer_poc_email             | ghata.vasavada@salliemae.com
employer_poc_phone             | 13023915090
employer_poc_phone_ext         | 
worksite_address1              | 300 Continental Dr.
worksite_address2              | 
worksite_city                  | Newark
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Ogletree Deakins Nash Smoak & Stewart PC
employer_address1              | 300 Continental Drive
employer_address2              | 
employer_city                  | Newark
employer_state                 | DE
employer_postal_code           | 19713
begin_date                     | 2024-04-29
end_date                       | 2027-04-28
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 0
change_previous_employment     | 1
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | SMB IT Inc
soc_code                       | 15-1244.00
h_1b_dependent                 | No
-[ RECORD 4599 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-24117-930698
job_title                      | Software Engineer
employer_name                  | VIRTUS SOLUTIONS LLC
secondary_entity_business_name | 
employer_phone                 | 19046482830
employer_poc_first_name        | Sneha
employer_poc_last_name         | Datla
employer_poc_email             | snehadatla@virtussolutionsllc.com
employer_poc_phone             | 19046482830
employer_poc_phone_ext         | 
worksite_address1              | 3 Fairway Rd
worksite_address2              | Apt. 2B
worksite_city                  | Newark
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Global Immigration Partners Inc
employer_address1              | 12255 Angleterre Dr.
employer_address2              | 
employer_city                  | Jacksonville
employer_state                 | FL
employer_postal_code           | 32258
begin_date                     | 2024-04-29
end_date                       | 2027-04-28
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 1
amended_petition               | 0
employer_name                  | VIRTUS SOLUTIONS LLC
soc_code                       | 15-1252.00
h_1b_dependent                 | No
-[ RECORD 4600 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-24110-904608
job_title                      | Technology Analyst - US
employer_name                  | INFOSYS LIMITED
secondary_entity_business_name | Bank of America, N.A.
employer_phone                 | 12143062100
employer_poc_first_name        | NIRANJAN
employer_poc_last_name         | MANJESHWARA SADASHIVA
employer_poc_email             | NIRANJAN_ACHARYA@INFOSYS.COM
employer_poc_phone             | 12143062100
employer_poc_phone_ext         | 
worksite_address1              | 1000 Samoset Dr
worksite_address2              | 
worksite_city                  | Newark
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | 
employer_address1              | 2400 N. GLENVILLE DR
employer_address2              | STE C150
employer_city                  | RICHARDSON
employer_state                 | TX
employer_postal_code           | 75082
begin_date                     | 2024-04-30
end_date                       | 2027-04-27
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 1
employer_name                  | INFOSYS LIMITED
soc_code                       | 15-1299.08
h_1b_dependent                 | Yes
-[ RECORD 4601 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-24117-931089
job_title                      | Software developer
employer_name                  | Etekserve Inc
secondary_entity_business_name | 
employer_phone                 | 13024974301
employer_poc_first_name        | Varsha
employer_poc_last_name         | Patangay
employer_poc_email             | hr@etekserve.com
employer_poc_phone             | 13024974301
employer_poc_phone_ext         | 
worksite_address1              | 100 BIDDLE AVENUE
worksite_address2              | STE 201
worksite_city                  | NEWARK
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | 
employer_address1              | 100 Biddle Avenue
employer_address2              | 
employer_city                  | Newark
employer_state                 | DE
employer_postal_code           | 19702
begin_date                     | 2024-04-27
end_date                       | 2027-04-26
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 1
amended_petition               | 0
employer_name                  | Etekserve Inc
soc_code                       | 15-1252.00
h_1b_dependent                 | No
-[ RECORD 4602 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-23323-512606
job_title                      | Vice President, Software Engineer
employer_name                  | JPMorgan Chase & Co.
secondary_entity_business_name | 
employer_phone                 | 13127322655
employer_poc_first_name        | Yael/Santiago
employer_poc_last_name         | Gutman/Gomez
employer_poc_email             | N/A
employer_poc_phone             | 13127322655
employer_poc_phone_ext         | 
worksite_address1              | 880 Powder Mill Road
worksite_address2              | 
worksite_city                  | Wilmington
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Ogletree Deakins Nash Smoak & Stewart PC
employer_address1              | 10 S. Dearborn St.
employer_address2              | 
employer_city                  | Chicago
employer_state                 | IL
employer_postal_code           | 60603
begin_date                     | 2024-04-27
end_date                       | 2027-04-26
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | JPMorgan Chase & Co.
soc_code                       | 15-1252.00
h_1b_dependent                 | No
-[ RECORD 4603 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-23312-487766
job_title                      | Lead Operations Analyst
employer_name                  | OneMain General Services Corporation
secondary_entity_business_name | 
employer_phone                 | 14105379160
employer_poc_first_name        | Patricia
employer_poc_last_name         | Exposito
employer_poc_email             | patti.exposito@omf.com
employer_poc_phone             | 14105379160
employer_poc_phone_ext         | 
worksite_address1              | 1011 Centre Road
worksite_address2              | Suite 402
worksite_city                  | Wilmington
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Greenberg Traurig LLP
employer_address1              | 601 N.W. Second Street
employer_address2              | 
employer_city                  | Evansville
employer_state                 | IN
employer_postal_code           | 47708
begin_date                     | 2024-04-27
end_date                       | 2027-04-26
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | OneMain General Services Corporation
soc_code                       | 15-2041.00
h_1b_dependent                 | No
-[ RECORD 4604 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-24108-898736
job_title                      | Manager JC50 - Computer Systems Engineers/Architects
employer_name                  | COGNIZANT TECHNOLOGY SOLUTIONS US CORP
secondary_entity_business_name | JPMorgan Chase Bank,National Association
employer_phone                 | 19793296682
employer_poc_first_name        | Daniel
employer_poc_last_name         | Shakespeare
employer_poc_email             | lca.immigration@cognizant.com
employer_poc_phone             | 16176207316
employer_poc_phone_ext         | 
worksite_address1              | 880, Powder Mill Road
worksite_address2              | 
worksite_city                  | Wilmington
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | 
employer_address1              | 211 QUALITY CIRCLE
employer_address2              | 
employer_city                  | COLLEGE STATION
employer_state                 | TX
employer_postal_code           | 77845
begin_date                     | 2024-04-26
end_date                       | 2027-04-25
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 1
employer_name                  | COGNIZANT TECHNOLOGY SOLUTIONS US CORP
soc_code                       | 15-1299.08
h_1b_dependent                 | Yes
-[ RECORD 4605 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-24117-929242
job_title                      | Programmer Analyst
employer_name                  | AM Logic Corporation
secondary_entity_business_name | Remote
employer_phone                 | 17327498595
employer_poc_first_name        | Vishnu
